YEAR,WAVE,SUB_REG,ST,SP_CODE,MODE_FX,AREA_X,ESTCLAIM,ESTCLVAR,ESTHARV,ESTHVAR,LANDING,LAND_VAR,ESTREL,ESTRLVAR,TOT_CAT,TOT_VAR,LBS_AB1,VAR_LBS,WGT_AB1,VAR_WAB1,MISS_FISH,ALT_FLAG,MODE,AREA,STATUS,DOWNLOAD
2014,5,4,25,8850030302,3,1,2636.6390344,4236961.561,0,0,2636.6390344,4236961.561,0,0,2636.6390344,4236961.561,1550.0625107,1464372.6017,703.10374251,301295.04434,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,3,5,59887.315241,1963247108.6,179661.94572,17669223977,239549.26096,28352028420,10894.189281,64967343.919,250443.45025,30531912369,109200.9165,5229379491.8,49533.210788,1075946192.9,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,4,2,184.55166161,12047.03041,0,0,184.55166161,12047.03041,0,0,184.55166161,12047.03041,45.350897932,727.47130602,20.571032356,149.67741075,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,5,1,0,0,11291.525512,55956147.317,11291.525512,55956147.317,0,0,11291.525512,55956147.317,5321.7597489,12413557.836,2413.9343867,2554092.7591,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,5,2,0,0,4583.1504901,10204808.965,4583.1504901,10204808.965,0,0,4583.1504901,10204808.965,2483.2946439,3060838.8649,1126.4150612,629768.39395,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,7,1,5134.1039247,8607456.4945,308841.10557,48414476630,313975.2095,48531959970,0,0,313975.2095,48531959970,168821.22851,13910660774,76576.806906,2862122078.6,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,7,2,0,0,67173.525688,1001846826.3,67173.525688,1001846826.3,6227.0838788,24214436.477,73400.609567,1047696247.9,36762.490945,280772102.41,16675.356502,57768933.226,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,25,8850030302,7,5,0,0,31970.21516,628655625.81,31970.21516,628655625.81,665.00625585,273097.36584,32635.221416,630140670.41,15505.937995,147882837.22,7033.4473351,30426932.289,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,5,4,33,8850030302,4,2,25862.775402,186798348.02,0,0,25862.775402,186798348.02,2458.857075,3280749.592,28321.632477,190079097.62,15666.618589,65553934.784,7106.3315747,13487739.162,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,33,8850030302,5,2,0,0,143.97654108,10114.517501,143.97654108,10114.517501,0,0,143.97654108,10114.517501,64.353717442,2076.1753046,29.190654741,427.17360986,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,33,8850030302,7,1,26813.269807,392220573.47,401893.47252,88827209805,428706.74232,88000832818,51044.414121,1293113669.6,479751.15644,96584382070,304527.80626,39832128623,138132.90677,8195470842.4,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,33,8850030302,7,5,0,0,19697.836522,188842124.7,19697.836522,188842124.7,3775.6859548,9119895.0649,23473.522477,195587067.54,16723.579105,139060498.2,7585.7657196,28611733.737,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,5,5,36,8850030302,7,1,0,0,1438.256889,1481886.6042,1438.256889,1481886.6042,0,0,1438.256889,1481886.6042,955.85674193,662304.16157,433.5737739,136269.25381,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,6,5,24,8850030302,4,2,31.294302473,691.19882488,0,0,31.294302473,691.19882488,0,0,31.294302473,691.19882488,16.538337266,193.04391996,7.5017405722,39.71883683,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,6,6,37,8850030302,5,2,10.002817675,48.371223387,0,0,10.002817675,48.371223387,0,0,10.002817675,48.371223387,0,0,0,0,10.002817675,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,2,6,37,8850030302,5,2,50.659529654,1290.4576852,0,0,50.659529654,1290.4576852,0,0,50.659529654,1290.4576852,0,0,0,0,50.659529654,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,9,8850030302,7,5,0,0,0,0,0,0,3861.2682341,8333084.281,3861.2682341,8333084.281,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,3,4,23,8850030302,3,1,450297.34431,44684220328,85911.481351,1613099011.6,536208.82566,56799702008,201124.59589,17202266439,737333.42156,120827745098,154912.37248,4565322117.4,70267.791201,939316215.13,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,23,8850030302,5,1,0,0,6940.3270268,17178039.702,6940.3270268,17178039.702,0,0,6940.3270268,17178039.702,2201.7282775,1898875.7811,998.69739523,390694.18671,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,23,8850030302,7,1,51323.89425,470271906.21,87759.373491,1328894340.4,139083.26774,2799143895.2,14733.712479,69087727.848,153816.98022,3400368892.2,43722.415151,283291012.78,19832.357412,58287199.691,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,23,8850030302,7,2,4083.3900168,11131932.334,7617.3466403,42472778.744,11700.736657,63504623.316,5833.4143097,22718229.252,17534.150967,128084637.41,2980.2075364,4247769.5069,1351.8132706,873979.6828,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,23,8850030302,7,5,0,0,813094.22261,156982673194,813094.22261,156982673194,0,0,813094.22261,156982673194,298686.30552,21547849064,135483.21941,4433475559.2,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,4,1,16194.479487,2792219.7109,0,0,16194.479487,2792219.7109,0,0,16194.479487,2792219.7109,5825.1000154,361410.16387,2642.2480338,74360.235381,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,5,1,0,0,38203.080578,337649506.14,38203.080578,337649506.14,0,0,38203.080578,337649506.14,17312.642906,48625857.256,7852.9633066,10004782.8,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,5,5,0,0,5072.5270073,9497295.9374,5072.5270073,9497295.9374,0,0,5072.5270073,9497295.9374,2479.9661283,2586325.4664,1124.9052564,532137.13857,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,7,1,126038.57349,2705378094.7,3022205.4112,1.971475E12,3148243.9847,1.9998622E12,344829.81932,22852816568,3493073.8041,2.0232707E12,1896223.9064,822379843754,860121.52153,169204867122,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,7,2,10275.160648,66600209.962,182429.85683,13792853245,192705.01748,15475383625,1076021.3434,362765477780,1268726.3609,384446176444,128732.71535,6670642948.1,58392.776627,1372486524.6,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,25,8850030302,7,5,526939.88954,30926891934,4146498.3172,1.6361293E12,4673438.2068,1.8154972E12,645461.45509,79428972447,5318899.6618,2.0617146E12,2719443.2347,627075652864,1233531.3593,129020978960,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,4,2,261.21667809,19634.386687,152.26700833,12264.756662,413.48368642,31899.143349,190.33376042,19163.682285,603.81744684,51062.825633,332.0316108,20819.901173,150.60855067,4283.7000908,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,5,1,0,0,950.40769786,50393.760698,950.40769786,50393.760698,0,0,950.40769786,50393.760698,568.56695155,18186.709354,257.9002774,3741.920188,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,5,2,0,0,0,0,0,0,947.25128258,487593.29381,947.25128258,487593.29381,0,0,0,0,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,7,1,58995.852514,412655309.46,44874.031063,452788909.53,103869.88358,1043655979,2958.4615516,7157933.766,106828.34513,1129547723.8,39908.595772,193397215.74,18102.42029,39791527.528,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,7,2,1909.8368784,3032476.217,4288.7925534,10191417.535,6198.6294318,19628934.961,795.76536602,526471.56545,6994.3947978,25259374.712,3112.5151816,5027817.0672,1411.8276248,1034474.6716,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,3,4,33,8850030302,7,5,32906.62726,338384224.04,44612.303275,260223177.15,77518.930535,814152583.08,10539.119398,63274759.172,88058.049933,818973885.89,27794.871335,116002680.3,12607.670931,23867581.696,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,3,6,37,8850030302,7,1,0,0,1248.4265853,48880.189161,1248.4265853,48880.189161,0,0,1248.4265853,48880.189161,0,0,0,0,1248.4265853,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,9,8850030302,7,5,0,0,0,0,0,0,5224.3675281,15841301.345,5224.3675281,15841301.345,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,3,1,748153.70218,115358154062,144833.90819,5035627170.8,892987.61037,155116344053,129106.19844,4010366843.8,1022093.8088,187969394553,385884.39989,34868931585,175036.01555,7174291758.6,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,3,5,0,0,7979.8401046,56062340.573,7979.8401046,56062340.573,0,0,7979.8401046,56062340.573,2638.8533242,6130746.3696,1196.9760157,1261402.6629,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,4,1,105.93526882,1751.7371759,7.6158848183,29.402727127,113.55115363,1781.139903,1654.4434945,41468.331618,1767.9946482,43249.471521,53.328733991,284.06278371,24.189755053,58.445991761,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,4,2,902.28087767,20493.444219,0,0,902.28087767,20493.444219,2628.2930771,176126.87372,3530.5739548,196620.31794,612.94438385,9476.3465261,278.02974864,1949.7607668,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,5,1,626.06911723,40416.136394,72802.164478,467783168.14,73428.233595,467823584.27,2663.5816634,3613338.7828,76091.815258,471436923.06,34100.613492,92448313.363,15467.93681,19021264.562,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,7,1,191327.68919,2974017598.3,662330.86383,24180491615,853658.55302,32353975035,118832.92154,2206184788.8,972491.47456,40080134552,312967.20343,4596999871.6,141960.99221,945833921.32,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,7,2,20113.374222,159889408.86,241916.23179,11058900898,262029.60601,12462196487,39868.473922,761661417.65,301898.07993,16241357797,111213.16773,2210241826.4,50445.961955,454757831.65,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,23,8850030302,7,5,10662.282817,79271732.389,194145.49385,7625729755.9,204807.77667,7927656998.3,31533.083893,179572281.81,236340.86056,9117469548.6,56768.279839,526845640,25749.922816,108398627.7,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,3,5,0,0,2543802.4013,3.1317197E12,2543802.4013,3.1317197E12,5237.0461176,19972220.749,2549039.4474,3.1300066E12,1355546.1226,1.0108413E12,614871.68767,207980862154,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,4,5,439.52003369,100942.00386,0,0,439.52003369,100942.00386,0,0,439.52003369,100942.00386,221.27141742,25583.588251,100.36805653,5263.8299484,0,0,PARTY BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,5,1,21303.707425,244988062.14,184277.40441,5499443945.5,205581.11183,5744432007.6,7027.877455,21433724.572,212608.98929,5765865732.2,105331.89364,1640401303.1,47778.233531,337512995.52,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,5,2,0,0,17510.802426,124314421.35,17510.802426,124314421.35,0,0,17510.802426,124314421.35,6846.0301234,16707966.877,3105.338893,3437668.5382,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,5,5,201.63863563,23287.846718,6334.8314016,9959470.8843,6536.4700372,9982758.7311,1773.182972,940843.63916,8309.6530092,10923602.37,2806.8304318,1666174.4962,1273.1699319,342815.83671,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,7,1,18789.543875,87032437.193,691269.9635,43500890654,710059.50738,43789381981,188943.1758,3657327400.5,899002.68317,51207960659,172575.85805,2298129973.1,78279.895697,472840840.74,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,7,2,38285.929023,453004606.49,488317.84288,24943974792,526603.7719,27341432154,27764.800065,168226777.99,554368.57196,28899831341,320692.81929,9815785580.1,145465.30858,2019600440.6,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,25,8850030302,7,5,171942.8425,11586050791,378125.74748,8710202457.7,550068.58998,23503746944,290793.90646,29423542171,840862.49643,56307255633,152718.83404,1469883999.9,69272.80869,302429015.96,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,4,1,144948.98233,131708667.52,0,0,144948.98233,131708667.52,339.78060658,45479.579873,145288.76293,131754147.1,67371.321518,133121676.63,30559.430971,27389819.65,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,4,2,32988.544634,284378090.14,230.87950538,28374.571914,33219.424139,284406464.72,1559.0505454,1571500.9595,34778.474684,285977965.68,13873.064726,52932843.123,6292.7808792,10890946.264,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,5,1,6607.834496,15102846.756,15947.141688,70938562.075,22554.976184,86041408.83,0,0,22554.976184,86041408.83,10869.107289,19088867.519,4930.194724,3927539.4655,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,7,1,46166.318841,580212652.12,165044.30921,2918568951.4,211210.62806,4184189117.7,128728.80232,2629474590.2,339939.43038,9729218980.4,108609.25095,1186828262.4,49264.833055,244190224.22,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,7,2,22853.663173,236722030.78,8423.7603261,31045066.413,31277.4235,308035711.96,24807.931543,302576866.73,56085.355043,793971571.18,11443.713946,43080910.252,5190.8345941,8863908.5089,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,4,4,33,8850030302,7,5,75165.235596,986424515.84,120235.29347,2514494266.6,195400.52907,5066729662.2,32712.640922,173413303.02,228113.16999,6343315218.9,88972.447956,1072029834.7,40357.637647,220570417.81,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,5,10,8850030302,7,5,823.9916532,443069.1139,0,0,823.9916532,443069.1139,0,0,823.9916532,443069.1139,817.45739939,436069.90011,370.79624394,89721.495564,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,4,5,34,8850030302,4,1,574.01953229,148473.45096,146.03392986,11846.045283,720.05346216,160319.49624,0,0,720.05346216,160319.49624,814.60913755,205189.62999,369.50428085,42217.819833,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,5,36,8850030302,4,1,131.64724059,9997.4565322,0,0,131.64724059,9997.4565322,0,0,131.64724059,9997.4565322,86.067783074,4273.1411321,39.0400903,879.19990128,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,5,36,8850030302,7,1,0,0,4031.0152061,11286868.226,4031.0152061,11286868.226,4097.795768,11143284.905,8128.8109741,23325243.969,2508.1357315,4583896.3912,1137.6829046,943137.87682,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,4,5,36,8850030302,7,5,0,0,0,0,0,0,11455.984775,89091378.687,11455.984775,89091378.687,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,3,1,0,0,0,0,0,0,16787.525026,207533824.89,16787.525026,207533824.89,0,0,0,0,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,3,5,425.34951799,262630.2048,1488.723313,3217220.0089,1914.072831,5307499.7162,0,0,1914.072831,5307499.7162,959.38210009,1338302.3301,435.17286587,275356.05311,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,4,2,0,0,0,0,0,0,235.1702337,1419.1930526,235.1702337,1419.1930526,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,5,1,0,0,3901.6833624,4459686.3123,3901.6833624,4459686.3123,0,0,3901.6833624,4459686.3123,1720.8589453,1175269.8032,780.57649698,241812.06822,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,7,1,23765.81928,122883570.51,153032.22474,15131512723,176798.04402,15304735835,34234.515061,463077614.66,211032.55908,17979987915,68916.984235,1735208229.2,31260.53898,357019545.26,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,7,2,3957.5370096,10903591.431,19884.917113,240591636.61,23842.454122,295345831.04,23795.291625,275129841.52,47637.745747,978713729.16,19304.961072,188235932.46,8756.6728987,38729592.148,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,23,8850030302,7,5,17945.71992,169353033.91,27684.676803,222011015.45,45630.396723,686348029.25,444.5121026,128136.96293,46074.908826,689889164.64,17346.36434,103994431.61,7868.259249,21396881.4,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,3,1,0,0,0,0,0,0,954.77196139,699106.74093,954.77196139,699106.74093,0,0,0,0,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,5,1,0,0,83.662617253,4720.6258286,83.662617253,4720.6258286,0,0,83.662617253,4720.6258286,32.454691828,698.55787475,14.721351641,143.72846474,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,5,2,0,0,105383.63968,918747326.38,105383.63968,918747326.38,0,0,105383.63968,918747326.38,41830.628874,196269254.69,18974.248786,40382450.291,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,5,5,0,0,38.613851005,921.49266014,38.613851005,921.49266014,0,0,38.613851005,921.49266014,22.344407628,377.71438144,10.135356812,77.714832394,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,7,1,135423.5214,7295431145.9,99249.787768,2716356677.2,234673.30917,9992151756,0,0,234673.30917,9992151756,135307.37887,3671913431.2,61375.024437,755497145.18,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,7,2,22192.006881,282684514.03,1042864.3612,246120850284,1065056.3681,258815631136,125660.53734,4404012699.3,1190716.9054,277876949526,582858.26124,75872172934,264382.77295,15610719350,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,25,8850030302,7,5,19857.397369,216885068.6,387935.06665,19028753081,407792.46402,19164402819,33473.079613,290950743.75,441265.54364,20117987976,247300.25407,8013196491.4,112174.65938,1648717265.9,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,3,5,12815.787946,122326960.45,0,0,12815.787946,122326960.45,0,0,12815.787946,122326960.45,5257.2073094,19284147.983,2384.6535922,3967718.4719,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,4,1,5662.3545617,799057.14172,0,0,5662.3545617,799057.14172,278.14362673,4167.1141022,5940.4981884,803224.25582,2618.705247,176381.26239,1187.8369078,36290.490692,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,4,2,9555.8663888,11025191.517,1720.8595119,27548.827974,11276.725901,11052740.345,996.04497255,121391.5419,12272.770873,11174131.887,6467.1940203,2035610.8129,2933.4999639,418827.45513,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,5,2,0,0,3468.1064493,1717231.2313,3468.1064493,1717231.2313,0,0,3468.1064493,1717231.2313,1146.8681217,187789.32577,520.21596739,38637.702704,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,7,1,0,0,212624.10949,28528259022,212624.10949,28528259022,9532.9699443,79912371.456,222157.07944,29574780936,107961.22403,7326067081.1,48970.889971,1507340210.7,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,7,2,0,0,0,0,0,0,43364.469996,643117660.22,43364.469996,643117660.22,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,5,4,33,8850030302,7,5,3757.8973039,13977758.02,35161.836918,931170843.66,38919.734222,1029257985.4,104627.14308,4173625574.5,143546.8773,6760323293.9,17077.542813,201186441.05,7746.3226043,41394162.665,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,4,44,8850030302,7,5,0,0,12774.205841,87693408.772,12774.205841,87693408.772,0,0,12774.205841,87693408.772,5502.6873839,15532265.489,2496.0026236,3195767.6713,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,5,5,36,8850030302,4,1,187.21314741,15848.889494,0,0,187.21314741,15848.889494,372.2988727,28478.33698,559.51202011,44327.226474,118.12443898,6309.6557591,53.580894029,1298.2133164,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,5,6,37,8850030302,7,1,0,0,8926.7917653,38813261.645,8926.7917653,38813261.645,0,0,8926.7917653,38813261.645,0,0,0,0,8926.7917653,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2015,6,4,25,8850030302,7,2,236836.31371,21163980967,802899.4171,239481919999,1039735.7308,400210026471,452222.44759,75435545789,1491958.1784,814809764736,629866.64854,146727410311,285705.63755,30189202901,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2015,6,4,25,8850030302,7,5,0,0,45847.728842,2200508413.3,45847.728842,2200508413.3,0,0,45847.728842,2200508413.3,43462.638293,1977513926.5,19714.523402,406874005.62,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2015,6,4,44,8850030302,3,5,4037.7479661,17814194.822,0,0,4037.7479661,17814194.822,0,0,4037.7479661,17814194.822,1328.8852109,1947889.5041,602.77837744,400778.773,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2015,6,5,36,8850030302,7,5,2174.1358026,4650216.4952,0,0,2174.1358026,4650216.4952,0,0,2174.1358026,4650216.4952,966.79825487,904696.19472,438.53681161,186141.47778,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2016,2,4,9,8850030302,3,5,0,0,0,0,0,0,17743.435246,219229036.02,17743.435246,219229036.02,0,0,0,0,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2016,2,5,10,8850030302,4,2,0,0,0,0,0,0,10.077898465,0.5638756759,10.077898465,0.5638756759,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,3,1,1803973.7635,1.7975304E12,1281992.3454,929081177547,3085966.1089,3.8852422E12,214252.43212,24054451734,3300218.541,4.2564842E12,745806.10208,229307185967,338295.42868,47180013258,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,4,2,244.34532374,,0,,244.34532374,,32.724820144,,277.07014388,,271.04892872,,122.94698753,,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,5,1,0,0,14153.922079,27213831.165,14153.922079,27213831.165,0,0,14153.922079,27213831.165,4846.0544213,3939317.4807,2198.1558656,810515.59803,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,7,1,114152.36984,3627157368.8,353152.08079,18185860657,467304.45063,26806164008,116697.14557,3326957795.1,584001.5962,37492900754,69329.875308,588669651.54,31447.825142,121118934.18,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,7,2,0,0,214364.82461,17758688627,214364.82461,17758688627,2646.5478096,3942835.9328,217011.37242,17883265342,34310.471914,454943254.05,15563.127966,93604693.055,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2016,3,4,23,8850030302,7,5,13589.596773,87353142.086,214202.02978,15204262512,227791.62655,16228172095,27476.409883,380983751.07,255268.03643,17920394913,63953.850783,1287983855.9,29009.276414,265003013.93,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2016,3,4,25,8850030302,3,1,50895.628569,1934633053.5,0,0,50895.628569,1934633053.5,0,0,50895.628569,1934633053.5,15428.119127,177772101.33,6998.1489282,36576656.167,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
